Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx
M1,N7,E10b,T12a,categorical,1.660407781600952,0.6342281879194631,0.7684563758389261,0.6499489545822144,0.6342281879194631,,,,0.4777524389678257,0.4777524389678257,0.5042881963233816,0.0,0.4777524389678257,-0.0535306142777805,graph_lift,992,68.552,7.281902291794099,3.251455148566704,47,train,False,,,,5
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1298229694366455,0.0124332942868238,0.026002730913024,0.0,0.0124332942868238,-0.013931698842359357,graph_lift,992,68.552,7.281902291794099,,47,train,False,,,,5
M1,N7,E10b,T12a,categorical,1.864492893218994,0.6073825503355704,0.7248322147651006,0.6300636529922485,0.6073825503355704,,,,0.4020177629087527,0.4020177629087527,0.4755703348059668,0.0,0.4020177629087527,-0.14025250053312763,graph_lift,991,71.512,7.298147136286968,3.207844303730446,47,train,False,,,,6
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1437157839536667,0.0314271396348897,0.1576641921599109,0.0,0.0314271396348897,-0.14986547093221322,graph_lift,991,71.512,7.298147136286968,,47,train,False,,,,6
M1,N7,E10b,T12a,categorical,2.1223998069763184,0.5585284280936454,0.6889632107023411,0.5641703009605408,0.5585284280936454,,,,0.3401673715313041,0.3401673715313041,0.3660899238510112,0.0,0.3401673715313041,-0.04089310660147081,graph_lift,994,68.508,7.314719743127351,3.2462722698526933,47,train,False,,,,7
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1647942513227462,0.2753899564781418,0.3280665795845112,0.0,0.2753899564781418,-0.07839559918570042,graph_lift,994,68.508,7.314719743127351,,47,train,False,,,,7
M1,N7,E10b,T12a,categorical,1.663892388343811,0.6067796610169491,0.7593220338983051,0.6308262944221497,0.6067796610169491,,,,0.4687692472325601,0.4687692472325601,0.5113982259848043,0.0,0.4687692472325601,-0.08724687673958072,graph_lift,983,72.413,7.326899384876667,3.243668031903528,47,train,False,,,,8
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1602800041437149,0.0055461267948429,0.2044841638886569,0.0,0.0055461267948429,-0.2500742638465464,graph_lift,983,72.413,7.326899384876667,,47,train,False,,,,8
M1,N7,E10b,T12a,categorical,1.9446030855178833,0.5824915824915825,0.7138047138047138,0.6017683744430542,0.5824915824915825,,,,0.391442602539565,0.391442602539565,0.4349792142577844,0.0,0.391442602539565,-0.07705311524252936,graph_lift,988,70.539,7.258054534794653,3.245103941995742,47,train,False,,,,9
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.168311133980751,0.0,0.0172699944534395,0.0,0.0,-0.017573488502403593,graph_lift,988,70.539,7.258054534794653,,47,train,False,,,,9
M1,N7,E10b,T12a,categorical,2.0649521350860596,0.5369127516778524,0.6845637583892618,0.5791245102882385,0.5369127516778524,,,,0.3445401796307914,0.3445401796307914,0.3641436656253758,0.0,0.3445401796307914,-0.030830055367561546,graph_lift,991,62.532,7.33207865286289,3.2726240111216547,47,test,False,,,,0
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.2026687264442443,0.0,0.0,0.0,0.0,0.0,graph_lift,991,62.532,7.33207865286289,,47,test,False,,,,0
M1,N7,E10b,T12a,categorical,1.832404613494873,0.587248322147651,0.7181208053691275,0.6061896085739136,0.587248322147651,,,,0.4285284218385069,0.4285284218385069,0.4740201372616502,0.0,0.4285284218385069,-0.08648946213701962,graph_lift,992,62.086,7.30699397140313,3.3084195641707748,47,test,False,,,,1
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1468474864959716,0.0,0.0104033959689489,0.0,0.0,-0.01051276441993779,graph_lift,992,62.086,7.30699397140313,,47,test,False,,,,1
M1,N7,E10b,T12a,categorical,1.8656498193740845,0.5694915254237288,0.7152542372881356,0.6117569208145142,0.5694915254237288,,,,0.4238779295965296,0.4238779295965296,0.4579015712046047,0.0,0.4238779295965296,-0.06276284859131487,graph_lift,983,67.977,7.3065959450589375,3.2653574286538327,47,test,False,,,,2
