Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,Primary_Metric,Primary_Value,Performance_Band,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,normalized_score,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx,wall_time_seconds
M1,N7,E10b,T12a,categorical,1.868484616279602,0.5858585858585859,0.7306397306397306,0.6171020865440369,0.5858585858585859,,,,0.40179388094034074,final_score,0.0,,0.40179388094034074,0.4487196593565814,0.0,0.40179388094034074,-0.08512144358616519,graph_lift,0.0,989,72.552,7.285595715288038,3.195550704971934,47,train,False,,,,30,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.14068590104579926,final_score,0.0,,0.10126529380575285,0.2541257697473696,0.0,0.10126529380575285,-0.2049413557160198,graph_lift,0.0,989,72.552,7.285595715288038,,47,train,False,,,,30,386.703
M1,N7,E10b,T12a,categorical,1.8619036674499512,0.5805369127516778,0.7013422818791947,0.6041986346244812,0.5805369127516778,,,,0.4282241812651425,final_score,0.0,,0.4282241812651425,0.46828816045366606,0.0,0.4282241812651425,-0.07534904474330845,graph_lift,0.0,992,68.954,7.296038897829316,3.2652589492474737,47,train,False,,,,31,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.13997308909893036,final_score,0.0,,0.18261798823696176,0.21467871099961808,0.0,0.18261798823696176,-0.04082497598335288,graph_lift,0.0,992,68.954,7.296038897829316,,47,train,False,,,,31,386.703
M1,N7,E10b,T12a,categorical,2.0211172103881836,0.5738255033557047,0.7080536912751678,0.6049180626869202,0.5738255033557047,,,,0.3615965806097964,final_score,0.0,,0.3615965806097964,0.3691888063724623,0.0,0.3615965806097964,-0.012035654787617428,graph_lift,0.0,993,70.866,7.3077621705293385,3.229040490656595,47,train,False,,,,32,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.19586092233657837,final_score,0.0,,0.0,0.0,0.0,0.0,0.0,graph_lift,0.0,993,70.866,7.3077621705293385,,47,train,False,,,,32,386.703
M1,N7,E10b,T12a,categorical,1.7569012641906738,0.5757575757575758,0.734006734006734,0.6242242455482483,0.5757575757575758,,,,0.44911603817669643,final_score,0.0,,0.44911603817669643,0.5017866490847733,0.0,0.44911603817669643,-0.10571898727988735,graph_lift,0.0,988,71.196,7.284498493978588,3.2482465261131575,47,train,False,,,,33,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.12280844897031784,final_score,0.07982273140128389,,0.11560120401768469,0.03888215220843885,0.07982273140128389,0.11560120401768469,0.07982273140128389,graph_lift,7.982273140128389,988,71.196,7.284498493978588,,47,train,False,,,,33,386.703
M1,N7,E10b,T12a,categorical,1.8675304651260376,0.5488215488215489,0.7272727272727273,0.6002175807952881,0.5488215488215489,,,,0.41268122231682525,final_score,0.0,,0.41268122231682525,0.4568871815824962,0.0,0.41268122231682525,-0.08139369531817746,graph_lift,0.0,990,72.269,7.277040794273699,3.2403387809532616,47,train,False,,,,34,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.10541941225528717,final_score,0.11204313456595391,,0.3055368854603319,0.21790895304333896,0.11204313456595391,0.3055368854603319,0.11204313456595391,graph_lift,11.204313456595392,990,72.269,7.277040794273699,,47,train,False,,,,34,386.703
